id,category_id,name,description,address,arrondissement,latitude,longitude,contact_telephone,contact_email,contact_website,founded_year,accessibility,amenities,created_at,updated_at
11,2,Cinéma Lumière Fourmi,Lieu de projection offrant expérience cinéma premium avec technologies de pointe.,"68 rue Pierre Corneille, Lyon 3ème",Lyon 3ème,45.751128,4.842966,04 72 40 96 25,,http://www.cinema-lumiere-fourmi-lyon.fr,2020,Accès PMR,Parking; Écran géant; Tarifs réduits,2025-05-24T00:44:32.832021,2025-05-24T00:44:32.832021
12,2,UGC Ciné Cité Internationale,Cinéma proposant programmation éclectique entre blockbusters et films de patrimoine.,"60 quai Charles de Gaulle, Lyon 6ème",Lyon 6ème,45.769164,4.84939,04 73 89 24 60,,http://www.ugc-cine-cite-internationale-lyon.fr,1998,Accès PMR; Ascenseur,Séances VF/VOST; Parking; Tarifs réduits,2025-05-24T00:44:32.832028,2025-05-24T00:44:32.832029
13,2,Cinéma Comoedia,Lieu de projection offrant expérience cinéma premium avec technologies de pointe.,"13 avenue Berthelot, Lyon 7ème",Lyon 7ème,45.740098,4.840684,04 75 22 40 67,,http://www.cinema-comoedia-lyon.fr,1924,Accès PMR,Réservation en ligne; Séances VF/VOST; Bar; Écran géant,2025-05-24T00:44:32.832035,2025-05-24T00:44:32.832036
14,2,Le Zola,Lieu de projection offrant expérience cinéma premium avec technologies de pointe.,"89 rue Sébastien Gryphe, Lyon 7ème",Lyon 7ème,45.747016,4.836911,04 74 78 96 55,,http://www.le-zola-lyon.fr,1988,Accès PMR; Places réservées,Son Dolby; Séances VF/VOST; Confiserie; Réservation en ligne; Écran géant,2025-05-24T00:44:32.832043,2025-05-24T00:44:32.832044
15,2,Galerie Le Réverbère,Centre d'art proposant découverte d'œuvres et rencontres avec les artistes.,"23 rue de la République, Lyon 1er",Lyon 1er,45.765598,4.843609,04 72 94 72 58,,http://www.galerie-le-reverbere-lyon.fr,1995,Accès PMR; Ascenseur,Boutique; Café; Bibliothèque; Audioguides; Auditorium,2025-05-24T00:44:32.832054,2025-05-24T00:44:32.832055
16,2,Espace d'art contemporain Confluence,Centre d'art proposant découverte d'œuvres et rencontres avec les artistes.,"28 rue Victor Hugo, Lyon 2ème",Lyon 2ème,45.75588,4.83104,04 73 23 64 62,,http://www.espace-d'art-contemporain-confluence-lyon.fr,2010,Accès PMR; Places réservées,Jardin; Audioguides; Café,2025-05-24T00:44:32.832064,2025-05-24T00:44:32.832065
17,2,Centre culturel Charlie Chaplin,Musée présentant des collections permanentes et expositions temporaires d'art et culture.,"89 rue de la République, Lyon 8ème",Lyon 8ème,45.732036,4.857846,04 77 11 17 18,,http://www.centre-culturel-charlie-chaplin-lyon.fr,1985,Accès PMR; Ascenseur,Ateliers pédagogiques; Jardin; Visites guidées; Auditorium; Café,2025-05-24T00:44:32.832073,2025-05-24T00:44:32.832073
18,2,Maison de la Danse,Cinéma proposant programmation éclectique entre blockbusters et films de patrimoine.,"1 rue des Arts, Lyon 8ème",Lyon 8ème,45.723094,4.865803,04 77 37 42 44,,http://www.maison-de-la-danse-lyon.fr,1980,Accès PMR; Ascenseur,Tarifs réduits; Son Dolby; Confiserie; Écran géant,2025-05-24T00:44:32.832081,2025-05-24T00:44:32.832083
19,2,Théâtre National Populaire,Lieu de projection offrant expérience cinéma premium avec technologies de pointe.,"29 rue Victor Hugo, Lyon 9ème",Lyon 9ème,45.788521,4.797704,04 72 79 89 88,,http://www.theâtre-national-populaire-lyon.fr,1972,Accès PMR; Ascenseur,Écran géant; Tarifs réduits; Bar,2025-05-24T00:44:32.832090,2025-05-24T00:44:32.832090
20,2,Le Sucre,Cinéma proposant programmation éclectique entre blockbusters et films de patrimoine.,"72 rue Garibaldi, Lyon 7ème",Lyon 7ème,45.749142,4.832164,04 74 82 48 12,,http://www.le-sucre-lyon.fr,2011,Accès PMR; Places réservées,Tarifs réduits; Séances VF/VOST; Bar; Parking; Son Dolby,2025-05-24T00:44:32.832097,2025-05-24T00:44:32.832098
21,2,Festival Lumière,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Various locations, Lyon center",Lyon center,45.754327,4.833929,04 73 66 62 61,,http://www.festival-lumiere.com,1990,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832104,2025-05-24T00:44:32.832105
22,2,Nuits de Fourvière - Cinéma,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Théâtres Romains, Lyon 5ème",Lyon 5ème,45.752411,4.824055,04 73 32 36 58,,http://www.nuits-de-fourviere---cinema.com,1997,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832111,2025-05-24T00:44:32.832112
23,2,Rencontres du cinéma italien,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Institut Lumière, Lyon 8ème",Lyon 8ème,45.738342,4.857473,04 78 59 90 64,,http://www.rencontres-du-cinema-italien.com,2011,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832118,2025-05-24T00:44:32.832118
24,2,Écrans Mixtes,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Various cinemas, Lyon center",Lyon center,45.757809,4.844805,04 76 46 35 10,,http://www.ecrans-mixtes.com,2019,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832123,2025-05-24T00:44:32.832124
25,2,Festival Regards Croisés,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","MAC Lyon, Lyon 6ème",Lyon 6ème,45.76798,4.854052,04 75 22 40 99,,http://www.festival-regards-croises.com,1991,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832128,2025-05-24T00:44:32.832129
26,2,Quinzaine du cinéma français,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Cinémas Lumière, Lyon center",Lyon center,45.766,4.841352,04 75 33 63 67,,http://www.quinzaine-du-cinema-français.com,1991,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832135,2025-05-24T00:44:32.832136
27,2,Soirées Première,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","UGC Ciné Cité, Lyon 6ème",Lyon 6ème,45.776782,4.859351,04 72 93 65 55,,http://www.soirees-premiere.com,2002,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832140,2025-05-24T00:44:32.832141
28,2,Ciné-concert Lumière,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Hangar Premier Film, Lyon 8ème",Lyon 8ème,45.720413,4.866204,04 78 79 21 13,,http://www.cine-concert-lumiere.com,2005,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832145,2025-05-24T00:44:32.832145
29,2,Projection en plein air,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Parc de la Tête d'Or, Lyon 6ème",Lyon 6ème,45.777736,4.842144,04 75 45 48 37,,http://www.projection-en-plein-air.com,2016,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832149,2025-05-24T00:44:32.832150
30,2,Marathon cinéma Kubrick,"Événement cinématographique majeur de Lyon, programmation d'exception et rencontres avec professionnels du cinéma.","Comoedia, Lyon 7ème",Lyon 7ème,45.738208,4.843533,04 74 81 71 84,,http://www.marathon-cinema-kubrick.com,2009,Accès PMR,Événement; Rencontres; Projections,2025-05-24T00:44:32.832154,2025-05-24T00:44:32.832154
31,2,Médiathèque du Bachut,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"10 rue des Martyrs, Lyon 5ème",Lyon 5ème,45.757746,4.826624,04 75 21 90 60,,http://www.médiatheque-du-bachut.fr,1990,Accès PMR,Bar; Scène ouverte; Résidence artiste,2025-05-24T00:44:32.832163,2025-05-24T00:44:32.832164
32,2,Centre culturel Œcuménique,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"104 rue Garibaldi, Lyon 5ème",Lyon 5ème,45.761603,4.828127,04 75 40 95 14,,http://www.centre-culturel-œcuménique.fr,1982,Accès PMR,Exposition; Atelier; Scène ouverte,2025-05-24T00:44:32.832175,2025-05-24T00:44:32.832176
33,2,Espace Pandora,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"121 rue des Martyrs, Lyon 3ème",Lyon 3ème,45.748669,4.844125,04 74 17 89 49,,http://www.espace-pandora.fr,2006,Accès PMR,Bar; Résidence artiste; Scène ouverte,2025-05-24T00:44:32.832182,2025-05-24T00:44:32.832183
34,2,Galerie Slika,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"53 rue des Martyrs, Lyon 3ème",Lyon 3ème,45.748185,4.855741,04 74 86 42 41,,http://www.galerie-slika.fr,2006,Accès PMR,Bar; Résidence artiste; Exposition,2025-05-24T00:44:32.832189,2025-05-24T00:44:32.832190
35,2,Le Périscope,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"30 rue Garibaldi, Lyon 6ème",Lyon 6ème,45.771899,4.845526,04 77 57 45 55,,http://www.le-périscope.fr,1980,Accès PMR,Bar; Exposition; Résidence artiste,2025-05-24T00:44:32.832196,2025-05-24T00:44:32.832197
36,2,Atelier des Beaux-Arts,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"121 rue de la Paix, Lyon 4ème",Lyon 4ème,45.772235,4.827247,04 77 11 46 21,,http://www.atelier-des-beaux-arts.fr,1999,Accès PMR,Résidence artiste; Scène ouverte; Bar,2025-05-24T00:44:32.832205,2025-05-24T00:44:32.832207
37,2,Studio 24,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"48 rue des Martyrs, Lyon 7ème",Lyon 7ème,45.741494,4.84432,04 73 14 76 20,,http://www.studio-24.fr,1980,Accès PMR,Bar; Atelier; Exposition,2025-05-24T00:44:32.832214,2025-05-24T00:44:32.832214
38,2,Café-Théâtre du Bord de Scène,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"43 rue de la Paix, Lyon 5ème",Lyon 5ème,45.765477,4.828658,04 76 12 60 37,,http://www.café-théâtre-du-bord-de-scene.fr,2000,Accès PMR,Bar; Résidence artiste; Atelier,2025-05-24T00:44:32.832221,2025-05-24T00:44:32.832222
39,2,Salle Molière,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"148 rue de la Paix, Lyon 9ème",Lyon 9ème,45.778927,4.792021,04 73 22 48 19,,http://www.salle-moliere.fr,2003,Accès PMR,Scène ouverte; Bar; Résidence artiste,2025-05-24T00:44:32.832229,2025-05-24T00:44:32.832230
40,2,L'Épicerie Moderne,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"100 rue des Martyrs, Lyon 6ème",Lyon 6ème,45.767903,4.850773,04 77 73 76 96,,http://www.l'épicerie-moderne.fr,2019,Accès PMR,Résidence artiste; Atelier; Scène ouverte,2025-05-24T00:44:32.832236,2025-05-24T00:44:32.832237
41,2,Cinéma Les Alizés,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"91 rue Garibaldi, Lyon 3ème",Lyon 3ème,45.76316,4.839688,04 77 48 31 13,,http://www.cinéma-les-alizés.fr,2017,Accès PMR,Résidence artiste; Bar; Scène ouverte,2025-05-24T00:44:32.832243,2025-05-24T00:44:32.832243
42,2,Projection Room,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"88 rue des Martyrs, Lyon 1er",Lyon 1er,45.759912,4.83317,04 77 53 32 22,,http://www.projection-room.fr,1989,Accès PMR,Exposition; Résidence artiste; Atelier,2025-05-24T00:44:32.832251,2025-05-24T00:44:32.832252
43,2,Ciné-Club Universitaire,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"76 rue Garibaldi, Lyon 4ème",Lyon 4ème,45.782073,4.828451,04 74 10 84 17,,http://www.ciné-club-universitaire.fr,1993,Accès PMR,Résidence artiste; Atelier; Bar,2025-05-24T00:44:32.832257,2025-05-24T00:44:32.832258
44,2,Maison du Livre et de l'Image,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"62 rue Victor Hugo, Lyon 2ème",Lyon 2ème,45.763261,4.822031,04 78 51 21 69,,http://www.maison-du-livre-et-de-l'image.fr,2010,Accès PMR,Atelier; Scène ouverte; Exposition,2025-05-24T00:44:32.832264,2025-05-24T00:44:32.832265
45,2,Centre Culturel Communal,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"1 rue des Martyrs, Lyon 1er",Lyon 1er,45.771129,4.845422,04 77 89 11 80,,http://www.centre-culturel-communal.fr,1993,Accès PMR,Résidence artiste; Bar; Scène ouverte,2025-05-24T00:44:32.832270,2025-05-24T00:44:32.832271
46,2,Espace Artistes Émergents,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"120 rue de la Paix, Lyon 5ème",Lyon 5ème,45.766409,4.825955,04 72 21 13 23,,http://www.espace-artistes-émergents.fr,2012,Accès PMR,Scène ouverte; Résidence artiste; Exposition,2025-05-24T00:44:32.832279,2025-05-24T00:44:32.832279
47,2,Galerie Underground,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"80 rue des Martyrs, Lyon 7ème",Lyon 7ème,45.746717,4.838197,04 77 67 41 57,,http://www.galerie-underground.fr,1986,Accès PMR,Résidence artiste; Exposition; Atelier,2025-05-24T00:44:32.832285,2025-05-24T00:44:32.832285
48,2,Le Cube d'Art,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"73 rue Victor Hugo, Lyon 5ème",Lyon 5ème,45.762678,4.814645,04 78 95 64 63,,http://www.le-cube-d'art.fr,1980,Accès PMR,Exposition; Résidence artiste; Bar,2025-05-24T00:44:32.832291,2025-05-24T00:44:32.832292
49,2,Cinémathèque Amateur,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"49 rue Victor Hugo, Lyon 2ème",Lyon 2ème,45.760338,4.834844,04 74 73 84 96,,http://www.cinématheque-amateur.fr,2002,Accès PMR,Résidence artiste; Atelier; Bar,2025-05-24T00:44:32.832299,2025-05-24T00:44:32.832299
50,2,Studio Indépendant,Lieu culturel proposant programmation artistique variée et soutien à la création contemporaine.,"92 rue Garibaldi, Lyon 8ème",Lyon 8ème,45.725525,4.859702,04 72 81 42 49,,http://www.studio-indépendant.fr,2006,Accès PMR,Scène ouverte; Bar; Exposition,2025-05-24T00:44:32.832305,2025-05-24T00:44:32.832306
